Kode_RS,Rumah_Sakit,Jenis,Jenis_Grup,Kelas,Penyelenggara,Penyelenggara_Kategori,Provinsi,Kab_Kota,Dokter,Dokter Gigi,Dokter Spesialis Penyakit Dalam (Sp.PD),Dokter Spesialis Obstetri & Ginekologi (Sp.OG),Dokter Spesialis Anak (Sp.A),Dokter Spesialis Bedah (Sp.B),Subspesialis Digestif,Subspesialis Onkologi,Dokter Spesialis Obstetri & Ginekologi (Sp.OG)_2,Subspesialis Onkologi ginekologi,Dokter Spesialis Penyakit Dalam (Sp.PD)_2,Subspesialis Hematologi onkologi,Subspesialis Gastroenterologi-hepatologi,Dokter Spesialis Anak (Sp.A)_2,Subspesialis Hematologi onkologi_2,Dokter Spesialis Paru  - Pulmonologi (Sp.P),Subspesialis Onkologi thoraks,Dokter Spesialis Patologi Anatomi (Sp.PA),Dokter Spesialis Patologi Klinik (SP.PK),Dokter Spesialis Radiologi (Sp.Rad),Dokter Spesialis Onkologi Radiasi (Sp.Onk.Rad),Dokter Spesialis Anastesiologi (Sp.An),Dokter Spesialis Nuklir (Sp.KN),Ahli Teknologi Laboratorium Medik (Analis Kesehatan),Fisikawan Medik,Radiografer,Total_SDM_Tercatat,Jumlah_Jenis_SDM_Tersedia,Kelengkapan_Data_SDM_pct,Brachytherapy,CT Scan 128,CT Scan 64,CT Simulator,CUSA,Cyclotron,Cytotoxic drug safety cabinet,Flowcytometer,IHK Manual,IHK Set,LINAC,Mammografi,Mikroskop fluoresen,Mikroskop microsurgery,MRI 1.5 Tesla,PET CT,Set Histopatologi,Slide Scanner / Digital Pathology,SPECT CT,"USG (Payudara, Abdomen, Ginekologi)",Jumlah_Record_Alkes_Raw,Duplikat_Alkes_Raw,Total_Unit_Alkes_Tercatat,Jumlah_Jenis_Alkes_Tersedia,Kelengkapan_Data_Alkes_pct,Ada_Data_Alkes,BPJS_Bedah Onko,BPJS_Bronkoskopi,BPJS_Kemo,BPJS_Kolonoskopi,BPJS_Mammografi,BPJS_Patologi Anatomi,BPJS_Patologi Klinik,BPJS_Radioterapi,Jumlah_Layanan_BPJS_Tercatat,Jumlah_Layanan_BPJS_Sudah,Persen_Layanan_BPJS_Sudah
1171110,RS Umum Daerah Meuraxa,RSU,RS Umum,B,Pemkot,RS Publik,Aceh,Kota Banda Aceh,55.0,11.0,7.0,3.0,5.0,6.0,,,3.0,,7.0,,,5.0,,2.0,,,2.0,1.0,,1.0,,20.0,,19.0,132.0,12,52.17,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,,0.0,0.0,0.0,,,0.0,,1.0,False,4.0,3.0,75.0,1,,Sudah kerjasama BPJS,,Sudah kerjasama BPJS,,Sudah kerjasama BPJS,Sudah kerjasama BPJS,,4,4,100.0
1171121,RS Ibu dan Anak Pemerintah Aceh,RSIA,RS Khusus,B,Pemprop,RS Publik,Aceh,Kota Banda Aceh,48.0,4.0,3.0,4.0,5.0,2.0,,,4.0,,3.0,,,5.0,,1.0,,,1.0,,,3.0,,36.0,,9.0,116.0,11,47.83,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,Sudah kerjasama BPJS,,Sudah kerjasama BPJS,,Sudah kerjasama BPJS,,3,3,100.0
1171143,RS Bhayangkara Banda Aceh,RSU,RS Umum,C,POLRI,RS Publik,Aceh,Kota Banda Aceh,24.0,1.0,1.0,,,,,,,,1.0,,,,,2.0,,,,1.0,,,,8.0,,9.0,46.0,7,30.43,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
1171145,RS Umum Meutia,RSU,RS Umum,D,Swasta,RS Privat,Aceh,Kota Banda Aceh,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,0,Sudah kerjasama BPJS,,,,,,,,1,1,100.0
1171146,RS Ibu dan Anak Cempaka Az Zahra Banda Aceh,RSIA,RS Khusus,C,Swasta,RS Privat,Aceh,Kota Banda Aceh,6.0,,2.0,6.0,2.0,,,,6.0,,2.0,,,2.0,,,,,1.0,,,1.0,,2.0,,,20.0,7,30.43,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
1171147,RS Pendidikan Universitas Syiah Kuala,RSU,RS Umum,D,Kementerian Lain,RS Publik,Aceh,Kota Banda Aceh,15.0,1.0,7.0,2.0,2.0,3.0,,,2.0,,7.0,,,2.0,,5.0,,,1.0,1.0,,2.0,,1.0,,2.0,42.0,12,52.17,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
1171150,RS Umum Pertamedika Ummi Rosnati,RSU,RS Umum,C,Swasta,RS Privat,Aceh,Kota Banda Aceh,14.0,,1.0,1.0,7.0,1.0,,,1.0,,1.0,,,7.0,,,,,,,,1.0,,,,,25.0,6,26.09,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
1171161,RS Umum Cempaka Lima,RSU,RS Umum,C,Swasta,RS Privat,Aceh,Kota Banda Aceh,8.0,,,,,,,,,,,,,,,,,,,,,,,6.0,,4.0,18.0,3,13.04,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
1171162,RS Khusus Bedah Sehat Selamat Sejahtera,RSK BEDAH,RS Khusus,C,Swasta,RS Privat,Aceh,Kota Banda Aceh,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
1172016,RS Umum Daerah Sabang,RSU,RS Umum,C,Pemkot,RS Publik,Aceh,Kota Sabang,17.0,2.0,3.0,2.0,2.0,1.0,,,2.0,,3.0,,,2.0,,1.0,,,1.0,,,1.0,,7.0,,8.0,45.0,11,47.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,False,2.0,1.0,95.0,1,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
1172031,RS AL Sabang,RSU,RS Umum,D,TNI,RS Publik,Aceh,Kota Sabang,3.0,3.0,1.0,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,1.0,9.0,5,21.74,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
1110053,RS Arun Lhokseumawe,RSU,RS Umum,C,Swasta,RS Privat,Aceh,Kota Lhokseumawe,7.0,2.0,3.0,1.0,1.0,2.0,,,1.0,,3.0,,,1.0,,2.0,,,1.0,1.0,,2.0,,6.0,,2.0,30.0,12,52.17,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Sudah kerjasama BPJS,Sudah kerjasama BPJS,,2,2,100.0
1110086,RS Umum Bunda ,RSU,RS Umum,C,Swasta Non Profit,RS Publik,Aceh,Kota Lhokseumawe,9.0,,4.0,2.0,3.0,1.0,,,2.0,,4.0,,,3.0,,1.0,,,,1.0,,2.0,,4.0,,,27.0,9,39.13,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
1111018,RS Umum PMI Cabang Aceh Utara,RSU,RS Umum,D,Swasta Non Profit,RS Publik,Aceh,Kota Lhokseumawe,9.0,1.0,6.0,2.0,2.0,1.0,,,2.0,,6.0,,,2.0,,2.0,,,1.0,1.0,,1.0,,,,1.0,27.0,11,47.83,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
1174019,RS Umum Bunga Melati,RSU,RS Umum,D,Swasta,RS Privat,Aceh,Kota Lhokseumawe,5.0,2.0,3.0,3.0,3.0,1.0,,,3.0,,3.0,,,3.0,,1.0,,,1.0,,,1.0,,6.0,,,26.0,10,43.48,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
1174021,RS Umum Sakinah,RSU,RS Umum,D,Swasta Non Profit,RS Publik,Aceh,Kota Lhokseumawe,11.0,1.0,2.0,3.0,2.0,1.0,,,3.0,,2.0,,1.0,2.0,,1.0,,,1.0,,,,,,,,23.0,9,39.13,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
1174022,RS Umum Metro Medical Center,RSU,RS Umum,D,Swasta,RS Privat,Aceh,Kota Lhokseumawe,16.0,2.0,6.0,2.0,3.0,2.0,,,2.0,,6.0,,,3.0,,2.0,,,2.0,,,3.0,,,,,38.0,9,39.13,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
1174023,RS Ibu dan Anak ABBY,RSIA,RS Khusus,C,Swasta,RS Privat,Aceh,Kota Lhokseumawe,4.0,,2.0,2.0,3.0,1.0,,,2.0,,2.0,,,3.0,,,,,1.0,,,2.0,,2.0,,,17.0,8,34.78,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
1174024,RS Umum Az-Zuhra,RSU,RS Umum,D,Swasta,RS Privat,Aceh,Kota Lhokseumawe,19.0,1.0,1.0,2.0,2.0,2.0,1.0,,2.0,,1.0,,,2.0,,,,,2.0,,,,,,,,30.0,8,34.78,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
1174064,RS Umum Kasih Ibu Lhokseumawe,RSU,RS Umum,C,Swasta Non Profit,RS Publik,Aceh,Kota Lhokseumawe,9.0,1.0,2.0,2.0,1.0,1.0,,,2.0,,2.0,,,1.0,,,,,1.0,1.0,,1.0,,,,1.0,20.0,10,43.48,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
1174100,RS Tk. IV Lhokseumawe Aceh Utara,RSU,RS Umum,C,TNI,RS Publik,Aceh,Kota Lhokseumawe,11.0,3.0,5.0,3.0,2.0,2.0,,,3.0,,5.0,,,2.0,,3.0,,1.0,2.0,1.0,,3.0,,9.0,,7.0,52.0,13,56.52,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Sudah kerjasama BPJS,Sudah kerjasama BPJS,,2,2,100.0
1173003,RS Umum Ummi Langsa,RSU,RS Umum,D,Swasta,RS Privat,Aceh,Kota Langsa,5.0,,2.0,1.0,1.0,2.0,,,1.0,,2.0,,,1.0,,,,,,,,,,,,,11.0,5,21.74,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
1173012,RS Umum Daerah Langsa,RSU,RS Umum,B,Pemkot,RS Publik,Aceh,Kota Langsa,37.0,4.0,4.0,4.0,3.0,4.0,1.0,,4.0,,4.0,,,3.0,,2.0,,1.0,3.0,2.0,,3.0,,23.0,,21.0,112.0,14,60.87,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,,0.0,1.0,0.0,,,0.0,,1.0,False,4.0,4.0,75.0,1,,,,,,Sudah kerjasama BPJS,Sudah kerjasama BPJS,,2,2,100.0
1173023,RS Umum Cut Meutia,RSU,RS Umum,C,BUMN,RS Privat,Aceh,Kota Langsa,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,1,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
1173045,RS Cut Nyak Dhien Langsa,RSU,RS Umum,D,Swasta Non Profit,RS Publik,Aceh,Kota Langsa,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
1173056,RS Ibu dan Anak Ummi Langsa,RSIA,RS Khusus,C,Swasta,RS Privat,Aceh,Kota Langsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
1102027,RS Umum Daerah Kota Subulussalam,RSU,RS Umum,C,Pemkot,RS Publik,Aceh,Kota Subulussalam,16.0,5.0,4.0,2.0,1.0,3.0,,,2.0,,4.0,,,1.0,,1.0,,,1.0,,,1.0,,22.0,,11.0,67.0,11,47.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,False,2.0,1.0,95.0,1,,,,,,Sudah kerjasama BPJS,Sudah kerjasama BPJS,,2,2,100.0
1204056,RS Umum Daerah Pandan,RSU,RS Umum,C,Pemkab,RS Publik,Sumatera Utara,Tapanuli Tengah,19.0,5.0,2.0,1.0,2.0,2.0,,,1.0,,2.0,,,2.0,,1.0,,,1.0,1.0,,1.0,,5.0,,3.0,43.0,12,52.17,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,1.0,False,1.0,1.0,75.0,1,,,,,,Sudah kerjasama BPJS,Sudah kerjasama BPJS,,2,2,100.0
1205013,RS Umum Daerah Tarutung,RSU,RS Umum,B,Pemkab,RS Publik,Sumatera Utara,Tapanuli Utara,18.0,3.0,3.0,3.0,2.0,2.0,,,3.0,,3.0,,,2.0,,1.0,,1.0,3.0,1.0,,1.0,,16.0,1.0,10.0,65.0,14,60.87,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,,0.0,0.0,0.0,,,0.0,,1.0,False,2.0,2.0,75.0,1,,,,,,Sudah kerjasama BPJS,Sudah kerjasama BPJS,,2,2,100.0
1205142,RS Umum Sint Lucia,RSU,RS Umum,D,Swasta Non Profit,RS Publik,Sumatera Utara,Tapanuli Utara,6.0,,1.0,2.0,1.0,1.0,,,2.0,,1.0,,,1.0,,,,,1.0,1.0,,1.0,,,,2.0,16.0,9,39.13,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
1203033,RS Umum Daerah Tapanuli Selatan,RSU,RS Umum,C,Pemkab,RS Publik,Sumatera Utara,Tapanuli Selatan,20.0,1.0,3.0,1.0,3.0,2.0,,,1.0,,3.0,,,3.0,,1.0,,,1.0,1.0,,1.0,,4.0,,5.0,43.0,12,52.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,False,4.0,1.0,95.0,1,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
1203066,RS Umum Daerah Pintu Padang,RSU,RS Umum,D,Pemkab,RS Publik,Sumatera Utara,Tapanuli Selatan,3.0,,1.0,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,5.0,3,13.04,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
1203067,RS Bhayangkara TK. IV  Batangtoru,RSU,RS Umum,D,POLRI,RS Publik,Sumatera Utara,Tapanuli Selatan,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
1201016,RS Umum Daerah dr. M. Thomsen Nias,RSU,RS Umum,C,Pemkab,RS Publik,Sumatera Utara,Nias,26.0,2.0,3.0,3.0,2.0,3.0,,,3.0,,3.0,,,2.0,,1.0,,,1.0,2.0,,3.0,,21.0,,16.0,83.0,12,52.17,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,1.0,False,1.0,1.0,75.0,1,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
1213013,RS Umum Daerah Tanjung Pura,RSU,RS Umum,C,Pemkab,RS Publik,Sumatera Utara,Langkat,14.0,4.0,3.0,3.0,6.0,1.0,,,3.0,,3.0,,,6.0,,2.0,,1.0,2.0,1.0,,1.0,,4.0,,6.0,48.0,13,56.52,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,,0.0,0.0,0.0,,,0.0,,1.0,False,2.0,2.0,75.0,1,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
1213024,RS Umum PTP II Tg Selamat,RSU,RS Umum,C,BUMN,RS Privat,Sumatera Utara,Langkat,11.0,2.0,1.0,1.0,,2.0,,,1.0,,1.0,,,,,,,,,,,1.0,,2.0,,2.0,22.0,8,34.78,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
1213035,RS Umum Pertamina Pangkalan Brandan,RSU,RS Umum,C,BUMN,RS Privat,Sumatera Utara,Langkat,12.0,2.0,3.0,3.0,3.0,4.0,,,3.0,,3.0,,,3.0,,1.0,,,1.0,1.0,,1.0,,1.0,,,32.0,11,47.83,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
1213057,RS Umum Delia,RSU,RS Umum,C,Swasta Non Profit,RS Publik,Sumatera Utara,Langkat,6.0,1.0,1.0,1.0,2.0,1.0,,,1.0,,1.0,,,2.0,,1.0,,1.0,,1.0,,1.0,,1.0,,,17.0,11,47.83,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Sudah kerjasama BPJS,Sudah kerjasama BPJS,,2,2,100.0
1213058,RS Umum Wampu Norita,RSU,RS Umum,D,Swasta,RS Privat,Sumatera Utara,Langkat,4.0,1.0,2.0,1.0,1.0,,,,1.0,,2.0,,,1.0,,,,,1.0,1.0,,,,,,1.0,12.0,8,34.78,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
1213059,RS Umum Putri Bidadari,RSU,RS Umum,B,Swasta,RS Privat,Sumatera Utara,Langkat,18.0,1.0,4.0,4.0,3.0,4.0,1.0,1.0,4.0,,4.0,1.0,1.0,3.0,,1.0,,1.0,2.0,1.0,,3.0,,5.0,,5.0,56.0,17,73.91,,,,,,,,,,,,,,,,,,,,,,,,,,0,Sudah kerjasama BPJS,,Sudah kerjasama BPJS,,,Sudah kerjasama BPJS,Sudah kerjasama BPJS,,4,4,100.0
1213062,RS Umum Mahkota Bidadari,RSU,RS Umum,C,Swasta,RS Privat,Sumatera Utara,Langkat,15.0,1.0,2.0,3.0,2.0,2.0,,,3.0,,2.0,,,2.0,,2.0,,,1.0,1.0,,3.0,,1.0,,3.0,36.0,12,52.17,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
1211011,RS Umum Daerah Kabupaten Karo,RSU,RS Umum,C,Pemkab,RS Publik,Sumatera Utara,Karo,17.0,4.0,4.0,4.0,3.0,1.0,,,4.0,,4.0,,,3.0,,1.0,,1.0,,,,,,13.0,,7.0,55.0,10,43.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,1.0,False,0.0,0.0,75.0,1,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
1211033,RS Umum Kusta Lau Simomo,RSU,RS Umum,C,Pemprop,RS Publik,Sumatera Utara,Karo,8.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,1.0,12.0,5,21.74,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
1211124,RS Umum Efarina Etaham,RSU,RS Umum,C,Swasta,RS Privat,Sumatera Utara,Karo,16.0,2.0,6.0,3.0,1.0,1.0,,,3.0,,6.0,,,1.0,,1.0,,1.0,,,,1.0,,1.0,,,33.0,10,43.48,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,Sudah kerjasama BPJS,Sudah kerjasama BPJS,Sudah kerjasama BPJS,,3,3,100.0
1211126,RS Umum Amanda,RSU,RS Umum,C,Swasta,RS Privat,Sumatera Utara,Karo,11.0,,2.0,4.0,2.0,2.0,,,4.0,,2.0,,,2.0,,2.0,,,1.0,1.0,,1.0,,1.0,,3.0,30.0,11,47.83,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
1211127,RS Ibu dan Anak Mina Husada,RSIA,RS Khusus,C,Swasta,RS Privat,Sumatera Utara,Karo,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
1212012,RS Umum Daerah Drs. H. Amri Tambunan,RSU,RS Umum,B,Pemkab,RS Publik,Sumatera Utara,Deli Serdang,37.0,1.0,3.0,3.0,5.0,2.0,1.0,,3.0,,3.0,,,5.0,,3.0,,2.0,4.0,1.0,,2.0,,26.0,1.0,11.0,102.0,15,65.22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,1.0,False,2.0,2.0,75.0,1,,,,Sudah kerjasama BPJS,,Sudah kerjasama BPJS,Sudah kerjasama BPJS,,3,3,100.0
1212023,RS Umum Dr. Gerhard L. Tobing,RSU,RS Umum,C,Swasta,RS Privat,Sumatera Utara,Deli Serdang,60.0,1.0,3.0,1.0,1.0,1.0,,,1.0,,3.0,,,1.0,,2.0,,,,,,1.0,,,,,70.0,8,34.78,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
1212045,RS Umum Sembiring Deli Tua,RSU,RS Umum,B,Swasta Non Profit,RS Publik,Sumatera Utara,Deli Serdang,30.0,1.0,6.0,4.0,2.0,1.0,,1.0,4.0,,6.0,,,2.0,,2.0,,1.0,2.0,1.0,1.0,3.0,,6.0,,5.0,66.0,15,65.22,,,,,,,,,,,,,,,,,,,,,,,,,,0,Sudah kerjasama BPJS,,Sudah kerjasama BPJS,Sudah kerjasama BPJS,,Sudah kerjasama BPJS,Sudah kerjasama BPJS,,5,5,100.0
1212067,RS Umum Hidayah,RSU,RS Umum,D,Swasta Non Profit,RS Publik,Sumatera Utara,Deli Serdang,1.0,2.0,1.0,2.0,1.0,1.0,,,2.0,,1.0,,,1.0,,1.0,,,1.0,,,1.0,,,,,11.0,9,39.13,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
1212093,RS Umum Sari Mutiara Lubuk Pakam,RSU,RS Umum,C,Swasta Non Profit,RS Publik,Sumatera Utara,Deli Serdang,8.0,,3.0,2.0,3.0,2.0,1.0,,2.0,,3.0,,,3.0,,2.0,,,,,,2.0,,5.0,,1.0,29.0,10,43.48,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
1212136,RS Umum Sinar Husni,RSU,RS Umum,C,Swasta Non Profit,RS Publik,Sumatera Utara,Deli Serdang,9.0,1.0,2.0,1.0,1.0,1.0,,,1.0,,2.0,,,1.0,,2.0,,,1.0,1.0,,,,,,,19.0,9,39.13,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
1212171,RS Umum Rahmad Hidayah,RSU,RS Umum,C,Swasta Non Profit,RS Publik,Sumatera Utara,Deli Serdang,8.0,1.0,3.0,2.0,2.0,3.0,,,2.0,,3.0,,,2.0,,,,,1.0,1.0,,1.0,,,,,22.0,9,39.13,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
1212172,RS Umum Patar Asih,RSU,RS Umum,C,Swasta,RS Privat,Sumatera Utara,Deli Serdang,4.0,2.0,2.0,1.0,1.0,1.0,,,1.0,,2.0,,,1.0,,1.0,,,1.0,1.0,,1.0,,2.0,,2.0,19.0,12,52.17,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
1212174,RS Umum Keliat,RSU,RS Umum,D,Swasta Non Profit,RS Publik,Sumatera Utara,Deli Serdang,5.0,1.0,1.0,2.0,1.0,,,,2.0,,1.0,,,1.0,,,,,1.0,,,1.0,,,,,12.0,7,30.43,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
1212175,RS Umum Mitra Sehat,RSU,RS Umum,D,Swasta Non Profit,RS Publik,Sumatera Utara,Deli Serdang,15.0,2.0,1.0,1.0,2.0,1.0,,,1.0,,1.0,,,2.0,,,,,1.0,,,1.0,,,,,24.0,8,34.78,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
1212177,RS Umum Yoshua,RSU,RS Umum,C,Swasta,RS Privat,Sumatera Utara,Deli Serdang,5.0,1.0,2.0,1.0,1.0,,,,1.0,,2.0,,,1.0,,1.0,,,1.0,,,1.0,,1.0,,,14.0,9,39.13,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
1212179,RS Umum Citra Medika,RSU,RS Umum,C,Swasta,RS Privat,Sumatera Utara,Deli Serdang,10.0,1.0,2.0,2.0,2.0,2.0,,,2.0,,2.0,,,2.0,,1.0,,1.0,1.0,1.0,,1.0,,2.0,,2.0,28.0,13,56.52,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Sudah kerjasama BPJS,Sudah kerjasama BPJS,,2,2,100.0
1212181,RS Umum Mitra Medika,RSU,RS Umum,C,Swasta,RS Privat,Sumatera Utara,Deli Serdang,17.0,2.0,3.0,2.0,5.0,3.0,,,2.0,,3.0,,,5.0,,3.0,,1.0,2.0,1.0,,2.0,,9.0,,6.0,56.0,13,56.52,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
1212183,RS Umum Kasih Insani,RSU,RS Umum,C,Swasta,RS Privat,Sumatera Utara,Deli Serdang,6.0,,2.0,3.0,1.0,2.0,,,3.0,,2.0,,,1.0,,,,,1.0,,,,,,,1.0,16.0,7,30.43,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
1212184,RS Jiwa Bina Karsa Tuntungan,RSK Jiwa,RS Khusus,C,Swasta,RS Privat,Sumatera Utara,Deli Serdang,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
1212185,RS Umum Pancur Batu,RSU,RS Umum,C,Pemkab,RS Publik,Sumatera Utara,Deli Serdang,11.0,4.0,2.0,2.0,3.0,,1.0,,2.0,,2.0,,,3.0,,1.0,,,2.0,1.0,,1.0,,3.0,1.0,2.0,34.0,13,56.52,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
1212186,RS Ibu dan Anak Maharani,RSIA,RS Khusus,C,Swasta,RS Privat,Sumatera Utara,Deli Serdang,,,1.0,2.0,,,,,2.0,,1.0,,,,,,,,,,,,,,,,3.0,2,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
1212197,RS Ibu dan Anak Pramaliesa,RSIA,RS Khusus,C,Swasta,RS Privat,Sumatera Utara,Deli Serdang,12.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,14.0,3,13.04,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
1212198,RS Umum Daerah Bangun Purba,RSU,RS Umum,D,Pemkab,RS Publik,Sumatera Utara,Deli Serdang,9.0,1.0,1.0,1.0,1.0,,,,1.0,,1.0,,,1.0,,,,,,,,,,3.0,,,16.0,6,26.09,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
1212199,RS Umum Mahawira Prima Indonesia,RSU,RS Umum,C,Pemkab,RS Publik,Sumatera Utara,Deli Serdang,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
