Kode_RS,Rumah_Sakit,Jenis,Jenis_Grup,Kelas,Penyelenggara,Penyelenggara_Kategori,Provinsi,Kab_Kota,Dokter,Dokter Gigi,Dokter Spesialis Penyakit Dalam (Sp.PD),Dokter Spesialis Obstetri & Ginekologi (Sp.OG),Dokter Spesialis Anak (Sp.A),Dokter Spesialis Bedah (Sp.B),Subspesialis Digestif,Subspesialis Onkologi,Dokter Spesialis Obstetri & Ginekologi (Sp.OG)_2,Subspesialis Onkologi ginekologi,Dokter Spesialis Penyakit Dalam (Sp.PD)_2,Subspesialis Hematologi onkologi,Subspesialis Gastroenterologi-hepatologi,Dokter Spesialis Anak (Sp.A)_2,Subspesialis Hematologi onkologi_2,Dokter Spesialis Paru  - Pulmonologi (Sp.P),Subspesialis Onkologi thoraks,Dokter Spesialis Patologi Anatomi (Sp.PA),Dokter Spesialis Patologi Klinik (SP.PK),Dokter Spesialis Radiologi (Sp.Rad),Dokter Spesialis Onkologi Radiasi (Sp.Onk.Rad),Dokter Spesialis Anastesiologi (Sp.An),Dokter Spesialis Nuklir (Sp.KN),Ahli Teknologi Laboratorium Medik (Analis Kesehatan),Fisikawan Medik,Radiografer,Total_SDM_Tercatat,Jumlah_Jenis_SDM_Tersedia,Kelengkapan_Data_SDM_pct,Brachytherapy,CT Scan 128,CT Scan 64,CT Simulator,CUSA,Cyclotron,Cytotoxic drug safety cabinet,Flowcytometer,IHK Manual,IHK Set,LINAC,Mammografi,Mikroskop fluoresen,Mikroskop microsurgery,MRI 1.5 Tesla,PET CT,Set Histopatologi,Slide Scanner / Digital Pathology,SPECT CT,"USG (Payudara, Abdomen, Ginekologi)",Jumlah_Record_Alkes_Raw,Duplikat_Alkes_Raw,Total_Unit_Alkes_Tercatat,Jumlah_Jenis_Alkes_Tersedia,Kelengkapan_Data_Alkes_pct,Ada_Data_Alkes,BPJS_Bedah Onko,BPJS_Bronkoskopi,BPJS_Kemo,BPJS_Kolonoskopi,BPJS_Mammografi,BPJS_Patologi Anatomi,BPJS_Patologi Klinik,BPJS_Radioterapi,Jumlah_Layanan_BPJS_Tercatat,Jumlah_Layanan_BPJS_Sudah,Persen_Layanan_BPJS_Sudah
7402010,RS Umum Daerah Raha,RSU,RS Umum,C,Pemkab,RS Publik,Sulawesi Tenggara,Muna,14.0,2.0,2.0,2.0,2.0,,,,2.0,,2.0,,,2.0,,,,,1.0,1.0,,1.0,,26.0,2.0,5.0,58.0,11,47.83,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,,0.0,0.0,0.0,,,0.0,,1.0,False,2.0,2.0,75.0,1,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
7402022,RS Ibu dan Anak Harapan Kita,RSIA,RS Khusus,C,Swasta,RS Privat,Sulawesi Tenggara,Muna,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
7401038,RS Umum Daerah Kabupaten Buton,RSU,RS Umum,C,Pemkab,RS Publik,Sulawesi Tenggara,Buton,12.0,2.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,1.0,,,,,1.0,1.0,,1.0,,9.0,,8.0,38.0,11,47.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,0.0,0.0,95.0,1,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
7403114,RS Umum Daerah Konawe Selatan,RSU,RS Umum,C,Pemkab,RS Publik,Sulawesi Tenggara,Konawe Selatan,10.0,3.0,2.0,2.0,2.0,2.0,,,2.0,,2.0,,,2.0,,,,,,,,1.0,,15.0,,9.0,46.0,9,39.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,1.0,False,0.0,0.0,75.0,1,,,,,,,,,0,0,
7406036,RS Umum Daerah Kabupaten Bombana,RSU,RS Umum,C,Pemkab,RS Publik,Sulawesi Tenggara,Bombana,15.0,2.0,2.0,1.0,2.0,1.0,,,1.0,,2.0,,,2.0,,,,,1.0,2.0,,2.0,,14.0,,7.0,49.0,11,47.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,1.0,False,0.0,0.0,75.0,1,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
7407012,RS Umum Daerah Kabupaten Wakatobi,RSU,RS Umum,C,Pemkab,RS Publik,Sulawesi Tenggara,Wakatobi,24.0,1.0,,1.0,1.0,,,,1.0,,,,,1.0,,,,,,1.0,,2.0,,8.0,,2.0,40.0,8,34.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,False,3.0,1.0,95.0,1,,,,,,,,,0,0,
7404034,RS Umum Daerah H.M.Djafar Harun,RSU,RS Umum,C,Pemkab,RS Publik,Sulawesi Tenggara,Kolaka Utara,10.0,2.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,1.0,,,,,1.0,1.0,,,,13.0,,14.0,45.0,10,43.48,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,0.0,0.0,,,0.0,,1.0,False,3.0,2.0,75.0,1,,,,,,,,,0,0,
7408013,RS Umum Daerah Kab.Konawe Utara,RSU,RS Umum,D,Pemkab,RS Publik,Sulawesi Tenggara,Konawe Utara,11.0,1.0,1.0,1.0,1.0,,,,1.0,,1.0,,,1.0,,,,,,1.0,,,,14.0,,3.0,33.0,8,34.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,False,3.0,1.0,95.0,1,,,,,,,,,0,0,
7401024,RS Umum Daerah Kabupaten Buton Utara,RSU,RS Umum,D,Pemkab,RS Publik,Sulawesi Tenggara,Buton Utara,8.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,1.0,,,,,1.0,,,1.0,,14.0,,5.0,34.0,10,43.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,0.0,0.0,95.0,1,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
7411908,RS Umum Daerah Kabupaten Kolaka Timur,RSU,RS Umum,D,Pemkab,RS Publik,Sulawesi Tenggara,Kolaka Timur,9.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,1.0,,,,,,1.0,,1.0,,7.0,1.0,4.0,28.0,11,47.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,1.0,False,0.0,0.0,75.0,1,,,,,,,,,0,0,
7412002,RS Umum Daerah Kabupaten Konawe Kepulauan,RSU,RS Umum,D,Pemkab,RS Publik,Sulawesi Tenggara,Konawe Kepulauan,9.0,1.0,2.0,1.0,1.0,2.0,,,1.0,,2.0,,,1.0,,,,,1.0,1.0,,1.0,,7.0,,2.0,28.0,11,47.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,0.0,0.0,95.0,1,,,,,,,,,0,0,
7402011,RS Umum Daerah Kabupaten Muna Barat,RSU,RS Umum,D,Pemkab,RS Publik,Sulawesi Tenggara,Muna Barat,6.0,2.0,1.0,,1.0,1.0,,,,,1.0,,,1.0,,,,,,1.0,,,,10.0,,3.0,25.0,8,34.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,0.0,0.0,95.0,1,,,,,,,,,0,0,
7414002,RS Umum Daerah Kabupaten Buton Tengah,RSU,RS Umum,D,Pemkab,RS Publik,Sulawesi Tenggara,Buton Tengah,9.0,,1.0,,1.0,,,,,,1.0,,,1.0,,,,,,,,1.0,,7.0,,2.0,21.0,6,26.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,0.0,0.0,95.0,1,,,,,,,,,0,0,
7401039,RS Umum Daerah Kabupaten Buton Selatan,RSU,RS Umum,C,Pemkab,RS Publik,Sulawesi Tenggara,Buton Selatan,16.0,2.0,1.0,1.0,2.0,1.0,,,1.0,,1.0,,,2.0,,,,,,1.0,,1.0,,7.0,,,32.0,9,39.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,0.0,0.0,95.0,1,,,,,,,,,0,0,
7403033,RS Tk. IV Dr. R. Ismoyo Kendari,RSU,RS Umum,C,TNI,RS Publik,Sulawesi Tenggara,Kota Kendari,22.0,2.0,3.0,3.0,1.0,2.0,,1.0,3.0,,3.0,,,1.0,,1.0,,,1.0,1.0,,3.0,,4.0,,3.0,47.0,13,56.52,,,,,,,,,,,,,,,,,,,,,,,,,,0,Sudah kerjasama BPJS,,,,,,,,1,1,100.0
7471002,RS Hati Mulia,RSU,RS Umum,D,Swasta,RS Privat,Sulawesi Tenggara,Kota Kendari,13.0,1.0,2.0,3.0,2.0,1.0,,,3.0,,2.0,,,2.0,,,,,,2.0,,2.0,,4.0,,2.0,32.0,10,43.48,,,,,,,,,,,,,,,,,,,,,,,,,,0,Sudah kerjasama BPJS,,Sudah kerjasama BPJS,,,,,,2,2,100.0
7471004,RS Umum Dewi Sartika,RSU,RS Umum,D,Swasta,RS Privat,Sulawesi Tenggara,Kota Kendari,6.0,7.0,1.0,1.0,1.0,,,,1.0,,1.0,,,1.0,,,,,,1.0,,,,3.0,,,20.0,7,30.43,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
7471005,RS Umum Aliyah,RSU,RS Umum,D,Swasta,RS Privat,Sulawesi Tenggara,Kota Kendari,9.0,4.0,2.0,2.0,2.0,1.0,,,2.0,,2.0,,,2.0,,,,1.0,,,,1.0,,1.0,,,23.0,9,39.13,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
7471007,RS Umum Aliyah II,RSU,RS Umum,D,Swasta,RS Privat,Sulawesi Tenggara,Kota Kendari,8.0,3.0,2.0,2.0,2.0,2.0,,,2.0,,2.0,,,2.0,,,,1.0,,1.0,,2.0,,1.0,,,24.0,10,43.48,,,,,,,,,,,,,,,,,,,,,,,,,,0,Sudah kerjasama BPJS,,,,,Sudah kerjasama BPJS,,,2,2,100.0
7471008,RS Umum Aliyah III,RSU,RS Umum,D,Swasta,RS Privat,Sulawesi Tenggara,Kota Kendari,7.0,3.0,1.0,2.0,1.0,1.0,,,2.0,,1.0,,,1.0,,,,,,,,1.0,,1.0,,,17.0,8,34.78,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
7471009,RS Umum Tiara Sentosa,RSU,RS Umum,D,Swasta,RS Privat,Sulawesi Tenggara,Kota Kendari,9.0,,,2.0,2.0,,,,2.0,,,,,2.0,,,,,1.0,,,,,,,,14.0,4,17.39,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
7471010,RS Hermina Kendari,RSU,RS Umum,C,Swasta,RS Privat,Sulawesi Tenggara,Kota Kendari,27.0,,7.0,3.0,4.0,4.0,,,3.0,,7.0,,,4.0,,2.0,,,2.0,2.0,,2.0,,3.0,,2.0,58.0,11,47.83,,,,,,,,,,,,,,,,,,,,,,,,,,0,Sudah kerjasama BPJS,,,,,,Sudah kerjasama BPJS,,2,2,100.0
7471011,RS Bahteramas Provinsi Sultra,RSU,RS Umum,B,Pemprop,RS Publik,Sulawesi Tenggara,Kota Kendari,40.0,7.0,9.0,5.0,5.0,4.0,2.0,2.0,5.0,,9.0,,,5.0,,2.0,,1.0,3.0,3.0,,7.0,,31.0,2.0,13.0,136.0,16,69.57,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,,2.0,0.0,0.0,,,0.0,,1.0,False,5.0,4.0,75.0,1,Sudah kerjasama BPJS,,Sudah kerjasama BPJS,Sudah kerjasama BPJS,Sudah kerjasama BPJS,Sudah kerjasama BPJS,Sudah kerjasama BPJS,,6,6,100.0
7471044,RS Santa Anna,RSU,RS Umum,C,Swasta Non Profit,RS Publik,Sulawesi Tenggara,Kota Kendari,8.0,3.0,2.0,,2.0,1.0,,,,,2.0,,,2.0,,1.0,,,1.0,,,1.0,,3.0,,2.0,24.0,10,43.48,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
7471055,RS PMI Prov. Sultra,RSU,RS Umum,Belum Ditetapkan,Swasta Non Profit,RS Publik,Sulawesi Tenggara,Kota Kendari,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
7471066,RS Jiwa Kendari,RSK Jiwa,RS Khusus,B,Pemprop,RS Publik,Sulawesi Tenggara,Kota Kendari,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,7.0,,,20.0,3,13.04,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
7471070,RS Bhayangkara Kendari,RSU,RS Umum,C,POLRI,RS Publik,Sulawesi Tenggara,Kota Kendari,17.0,4.0,3.0,2.0,1.0,2.0,,,2.0,,3.0,,,1.0,,1.0,,,2.0,1.0,,2.0,,9.0,,4.0,48.0,12,52.17,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
7471081,RS Griya Husada Bakti,RSU,RS Umum,D,Swasta Non Profit,RS Publik,Sulawesi Tenggara,Kota Kendari,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
7471092,RS Umum Daerah Kota Kendari,RSU,RS Umum,C,Pemkot,RS Publik,Sulawesi Tenggara,Kota Kendari,41.0,10.0,3.0,3.0,3.0,2.0,,,3.0,,3.0,,,3.0,,2.0,,,1.0,2.0,,3.0,,23.0,1.0,11.0,105.0,13,56.52,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,,0.0,0.0,0.0,,,0.0,,1.0,False,2.0,2.0,75.0,1,,,,,,Sudah kerjasama BPJS,Sudah kerjasama BPJS,,2,2,100.0
7471103,RS Ibu dan Anak Permata Bunda,RSU,RS Umum,C,Swasta,RS Privat,Sulawesi Tenggara,Kota Kendari,10.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,11.0,2,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
7471125,RS Mitra Sakinah Idaman,RSU,RS Umum,Belum Ditetapkan,Swasta Non Profit,RS Publik,Sulawesi Tenggara,Kota Kendari,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
7471136,RS Jantung dan Pembuluh Darah Oputa Yi Koo Sulawesi Tenggara,RSK JANTUNG,RS Khusus,B,Pemprop,RS Publik,Sulawesi Tenggara,Kota Kendari,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,1.0,0.0,,,,,,,,,,,1.0,0.0,,,,,,1.0,False,2.0,2.0,20.0,1,,,,,,,,,0,0,
7471138,RS PMI Prov. Sultra,RSU,RS Umum,D,Swasta Non Profit,RS Publik,Sulawesi Tenggara,Kota Kendari,4.0,,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,1.0,,1.0,,,8.0,5,21.74,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
7472002,RS Siloam Hospital Buton,RSU,RS Umum,C,Swasta,RS Privat,Sulawesi Tenggara,Kota Bau-Bau,13.0,1.0,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,2.0,19.0,6,26.09,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
7472003,RS Umum Murhum,RSU,RS Umum,D,Swasta,RS Privat,Sulawesi Tenggara,Kota Bau-Bau,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
7472004,RS Faga Husada,RSU,RS Umum,D,Swasta,RS Privat,Sulawesi Tenggara,Kota Bau-Bau,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
7472016,RS Umum Daerah Kota Bau Bau,RSU,RS Umum,C,Pemkot,RS Publik,Sulawesi Tenggara,Kota Bau-Bau,26.0,6.0,1.0,3.0,3.0,1.0,,,3.0,,1.0,,,3.0,,1.0,,,2.0,3.0,,2.0,,17.0,,13.0,78.0,12,52.17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,1.0,False,1.0,1.0,75.0,1,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
7502033,RS Umum Daerah dr. M. Mohammad Dunda,RSU,RS Umum,B,Pemkab,RS Publik,Gorontalo,Gorontalo,21.0,1.0,3.0,1.0,3.0,1.0,,,1.0,,3.0,,,3.0,,1.0,,1.0,2.0,1.0,,3.0,,16.0,1.0,11.0,66.0,14,60.87,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,,0.0,0.0,1.0,,,1.0,,1.0,False,5.0,5.0,75.0,1,,,,,,Sudah kerjasama BPJS,Sudah kerjasama BPJS,,2,2,100.0
7502034,RS Umum Daerah dr. Hasri Ainun Habibie,RSU,RS Umum,C,Pemprop,RS Publik,Gorontalo,Gorontalo,32.0,3.0,3.0,3.0,2.0,2.0,,,3.0,,3.0,,,2.0,,1.0,,,1.0,1.0,1.0,2.0,,10.0,,6.0,67.0,13,56.52,,,,,,,,,,,,,,,,,,,,,,,,,,0,Sudah kerjasama BPJS,,,,,,Sudah kerjasama BPJS,,2,2,100.0
7502035,RS Umum Daerah Boliyohuto,RSU,RS Umum,D,Pemkab,RS Publik,Gorontalo,Gorontalo,6.0,1.0,2.0,,1.0,1.0,,,,,2.0,,,1.0,,,,,1.0,,,,,5.0,,1.0,18.0,8,34.78,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
7502036,RS TK IV Korem Gorontalo,RSU,RS Umum,D,TNI,RS Publik,Gorontalo,Gorontalo,4.0,,1.0,,,,,,,,1.0,,,,,,,,1.0,1.0,,2.0,,6.0,,2.0,17.0,7,30.43,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
7502047,RS Bhayangkara Gorontalo,RSU,RS Umum,C,POLRI,RS Publik,Gorontalo,Gorontalo,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
7501043,RS Umum Daerah Tani dan Nelayan,RSU,RS Umum,C,Pemkab,RS Publik,Gorontalo,Boalemo,16.0,2.0,1.0,2.0,3.0,2.0,,,2.0,,1.0,,,3.0,,,,1.0,,1.0,,2.0,,16.0,1.0,10.0,57.0,12,52.17,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,,0.0,0.0,1.0,,,1.0,,1.0,False,4.0,4.0,75.0,1,,,,,Sudah kerjasama BPJS,Sudah kerjasama BPJS,Sudah kerjasama BPJS,,3,3,100.0
7501044,RS Umum Daerah DR. Ir. Iwan Bokings Kab. Boalemo,RSU,RS Umum,D,Pemkab,RS Publik,Gorontalo,Boalemo,7.0,1.0,2.0,2.0,1.0,2.0,,,2.0,,2.0,,,1.0,,,,,,,,2.0,,9.0,,3.0,29.0,9,39.13,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
7504012,RS Umum Daerah Tombulilato,RSU,RS Umum,D,Pemkab,RS Publik,Gorontalo,Bone Bolango,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
7504032,RS Umum Daerah Toto Kabila,RSU,RS Umum,C,Pemkab,RS Publik,Gorontalo,Bone Bolango,16.0,,5.0,1.0,2.0,2.0,,,1.0,,5.0,,,2.0,,1.0,,,1.0,2.0,,2.0,,18.0,1.0,9.0,60.0,12,52.17,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,False,7.0,3.0,95.0,1,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
7503045,RS Umum Daerah Bumi Panua,RSU,RS Umum,C,Pemkab,RS Publik,Gorontalo,Pohuwato,33.0,1.0,1.0,2.0,1.0,1.0,,,2.0,,1.0,,,1.0,,1.0,,1.0,1.0,1.0,,1.0,,10.0,1.0,9.0,64.0,14,60.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,False,7.0,3.0,95.0,1,,,,,,Sudah kerjasama BPJS,Sudah kerjasama BPJS,,2,2,100.0
7503056,RS Pratama Kab. Pohuwatu,RSU,RS Umum,D PRATAMA,Pemkab,RS Publik,Gorontalo,Pohuwato,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
7505002,RS Umum Daerah dr. Zainal Umar Sidiki,RSU,RS Umum,C,Pemkab,RS Publik,Gorontalo,Gorontalo Utara,11.0,1.0,1.0,2.0,1.0,1.0,,,2.0,,1.0,,,1.0,,,,,1.0,1.0,,1.0,,6.0,,6.0,32.0,11,47.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,False,3.0,2.0,95.0,1,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
7505013,RS Umum Daerah Tolinggula Melayani,RSU,RS Umum,D PRATAMA,Pemkab,RS Publik,Gorontalo,Gorontalo Utara,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
7502021,RS Islam,RSU,RS Umum,D,Swasta Non Profit,RS Publik,Gorontalo,Kota Gorontalo,9.0,1.0,3.0,2.0,1.0,2.0,,,2.0,,3.0,,,1.0,,1.0,,,,,,1.0,,4.0,,,24.0,9,39.13,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
7502032,RS Umum Daerah Otanaha ,RSU,RS Umum,C,Pemkot,RS Publik,Gorontalo,Kota Gorontalo,16.0,2.0,2.0,3.0,2.0,2.0,,,3.0,,2.0,,,2.0,,,,,1.0,2.0,,2.0,,9.0,,4.0,45.0,11,47.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,,0.0,0.0,1.0,,,1.0,,1.0,False,3.0,3.0,75.0,1,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
7571010,RS Umum Daerah Prof Dr. H. Aloei Saboe,RSU,RS Umum,B,Pemkot,RS Publik,Gorontalo,Kota Gorontalo,36.0,4.0,8.0,2.0,4.0,4.0,,,2.0,,8.0,,,4.0,,2.0,,1.0,2.0,3.0,0.0,4.0,,32.0,1.0,12.0,115.0,14,65.22,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,0.0,1.0,,1.0,1.0,1.0,,,1.0,,1.0,False,8.0,8.0,75.0,1,Sudah kerjasama BPJS,,Sudah kerjasama BPJS,,,,Sudah kerjasama BPJS,,3,3,100.0
7571021,RS Bunda,RSU,RS Umum,D,Swasta,RS Privat,Gorontalo,Kota Gorontalo,10.0,1.0,5.0,3.0,2.0,1.0,,,3.0,,5.0,,,2.0,,,,,1.0,1.0,,1.0,,3.0,,1.0,29.0,11,47.83,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
7571022,RS Ibu dan Anak Siti Khadidjah,RSIA,RS Khusus,C,Swasta Non Profit,RS Publik,Gorontalo,Kota Gorontalo,4.0,,1.0,1.0,2.0,,,,1.0,,1.0,,,2.0,,,,,,,,1.0,,,,,9.0,5,21.74,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
7571023,RS Multazam,RSU,RS Umum,D,Swasta,RS Privat,Gorontalo,Kota Gorontalo,20.0,1.0,3.0,3.0,1.0,3.0,,,3.0,,3.0,,,1.0,,,,,1.0,1.0,,2.0,,6.0,,2.0,43.0,11,47.83,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
7571024,RS Umum Bioklinik,RSU,RS Umum,D,Swasta,RS Privat,Gorontalo,Kota Gorontalo,6.0,,2.0,2.0,,,,,2.0,,2.0,,,,,,,,,,,,,,,,10.0,3,13.04,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
7605013,RS Umum Daerah Pasangkayu,RSU,RS Umum,C,Pemkab,RS Publik,Sulawesi Barat,Pasangkayu,15.0,2.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,1.0,,1.0,,,1.0,1.0,,1.0,,5.0,,6.0,36.0,12,52.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,1.0,False,0.0,0.0,75.0,1,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
7604012,RS Umum Daerah Kabupaten Mamuju,RSU,RS Umum,C,Pemkab,RS Publik,Sulawesi Barat,Mamuju,8.0,4.0,1.0,3.0,2.0,1.0,,,3.0,,1.0,,,2.0,,,,,2.0,1.0,,2.0,,12.0,,4.0,40.0,11,47.83,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,1.0,False,1.0,1.0,75.0,1,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
7604023,RS Umum Daerah Provinsi Sulawesi Barat,RSU,RS Umum,C,Pemprop,RS Publik,Sulawesi Barat,Mamuju,17.0,4.0,4.0,3.0,3.0,2.0,,,3.0,,4.0,,,3.0,,2.0,,,2.0,1.0,,4.0,,20.0,3.0,14.0,79.0,13,56.52,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,,0.0,0.0,0.0,,,0.0,,1.0,False,6.0,6.0,75.0,1,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
7604024,RS Umum Mitra Manakarra,RSU,RS Umum,C,Swasta,RS Privat,Sulawesi Barat,Mamuju,2.0,1.0,2.0,1.0,1.0,1.0,,,1.0,,2.0,,,1.0,,,,,,,,,,,,,8.0,6,26.09,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
