Kode_RS,Rumah_Sakit,Provinsi,Kab_Kota,Kelas,Penyelenggara_Kategori,Total_SDM_Tercatat,Jumlah_Jenis_SDM_Tersedia,Ada_Data_Alkes,Total_Unit_Alkes_Tercatat,Jumlah_Jenis_Alkes_Tersedia,Jumlah_Layanan_BPJS_Tercatat,Jumlah_Layanan_BPJS_Sudah,Persen_Layanan_BPJS_Sudah
3671211,RS Aqidah,Banten,Kota Tangerang,D,RS Privat,33.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3603188,RS Bunda Sejati,Banten,Kota Tangerang,D,RS Privat,37.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3671021,RS Daan Mogot Kesdam Jaya,Banten,Kota Tangerang,D,RS Publik,26.0,10,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3671207,RS Dinda,Banten,Kota Tangerang,C,RS Privat,46.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3671065,RS EMC Tangerang,Banten,Kota Tangerang,B,RS Privat,108.0,17,0,Tidak tercatat,Tidak tercatat,5,2,40.0
3671202,RS Hermina Ciledug,Banten,Kota Tangerang,D,RS Privat,35.0,9,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3671225,RS Hermina Periuk Tangerang,Banten,Kota Tangerang,C,RS Privat,32.0,8,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3603186,RS Ibu dan Anak Assyifa ,Banten,Kota Tangerang,C,RS Privat,22.0,10,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3671219,RS Ibu dan Anak Gebang Medika,Banten,Kota Tangerang,C,RS Privat,27.0,10,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3671217,RS Ibu dan Anak Karunia Bunda,Banten,Kota Tangerang,C,RS Privat,19.0,10,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3671222,RS Ibu dan Anak Makiyah,Banten,Kota Tangerang,C,RS Privat,16.0,9,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3671218,RS Ibu dan Anak PKU Muhammadiyah Cipondoh,Banten,Kota Tangerang,C,RS Publik,20.0,9,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3671221,RS Ibu dan Anak Pratiwi,Banten,Kota Tangerang,C,RS Privat,25.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3671082,RS Islam Sari Asih Ar-rahmah,Banten,Kota Tangerang,C,RS Publik,40.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3671223,RS Karang Tengah Medika,Banten,Kota Tangerang,C,RS Privat,46.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3671226,RS Mandaya Royal Puri,Banten,Kota Tangerang,Belum Ditetapkan,RS Privat,55.0,12,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3671080,RS Mayapada,Banten,Kota Tangerang,B,RS Privat,137.0,20,0,Tidak tercatat,Tidak tercatat,4,2,50.0
3603182,RS Medika Lestari,Banten,Kota Tangerang,C,RS Privat,50.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3671124,RS Melati,Banten,Kota Tangerang,C,RS Privat,50.0,12,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3671241,RS Metro Hospitals M. Toha,Banten,Kota Tangerang,B,RS Privat,Tidak tercatat,0,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3671135,RS Mulya,Banten,Kota Tangerang,C,RS Privat,77.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3671126,RS Murni Teguh Ciledug,Banten,Kota Tangerang,C,RS Privat,66.0,12,0,Tidak tercatat,Tidak tercatat,4,2,50.0
3671203,RS Primaya,Banten,Kota Tangerang,B,RS Privat,88.0,18,0,Tidak tercatat,Tidak tercatat,4,3,75.0
3671205,RS Sari Asih Ciledug,Banten,Kota Tangerang,C,RS Privat,82.0,14,0,Tidak tercatat,Tidak tercatat,3,1,33.33
3671224,RS Sari Asih Cipondoh,Banten,Kota Tangerang,C,RS Privat,55.0,13,0,Tidak tercatat,Tidak tercatat,2,1,50.0
3671043,RS Sari Asih Karawaci,Banten,Kota Tangerang,C,RS Privat,79.0,14,0,Tidak tercatat,Tidak tercatat,2,1,50.0
3671209,RS Sari Asih Sangiang,Banten,Kota Tangerang,C,RS Privat,48.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3671214,RS Tiara ,Banten,Kota Tangerang,D,RS Privat,38.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3671146,RS Umum Bhakti Asih,Banten,Kota Tangerang,C,RS Privat,55.0,13,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3671208,RS Umum Daerah Kota Tangerang,Banten,Kota Tangerang,C,RS Publik,116.0,13,1,9.0,4.0,2,1,50.0
3671136,RS Umum Hermina Tangerang,Banten,Kota Tangerang,C,RS Privat,126.0,15,0,Tidak tercatat,Tidak tercatat,4,3,75.0
3671032,RSUP Dr. Sitanala Tangerang,Banten,Kota Tangerang,B,RS Publik,95.0,14,1,3.0,3.0,2,1,50.0
3674193,RS Buah Hati Ciputat,Banten,Kota Tangerang Selatan,C,RS Privat,50.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3674171,RS Cinta Kasih,Banten,Kota Tangerang Selatan,C,RS Privat,25.0,9,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3674157,RS Columbia Asia BSD,Banten,Kota Tangerang Selatan,B,RS Privat,84.0,13,0,Tidak tercatat,Tidak tercatat,3,2,66.67
3603115,RS EMC Alam Sutera,Banten,Kota Tangerang Selatan,B,RS Privat,101.0,15,0,Tidak tercatat,Tidak tercatat,4,2,50.0
3674113,RS Eka,Banten,Kota Tangerang Selatan,B,RS Privat,139.0,17,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3674019,RS Helsa Ciputat,Banten,Kota Tangerang Selatan,C,RS Privat,25.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3674007,RS Hermina Ciputat,Banten,Kota Tangerang Selatan,C,RS Privat,95.0,11,0,Tidak tercatat,Tidak tercatat,2,1,50.0
3674014,RS Hermina Serpong,Banten,Kota Tangerang Selatan,C,RS Privat,43.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3674021,RS Ibu dan Anak Bina Medika,Banten,Kota Tangerang Selatan,C,RS Privat,68.0,10,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3674013,RS Ibu dan Anak Buah Hati Pamulang,Banten,Kota Tangerang Selatan,C,RS Privat,26.0,9,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3674008,RS Ibu dan Anak Bunda Ciputat,Banten,Kota Tangerang Selatan,C,RS Privat,52.0,11,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3674011,RS Ibu dan Anak Dhia,Banten,Kota Tangerang Selatan,C,RS Privat,37.0,10,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3603093,RS Ibu dan Anak Permata Dalima,Banten,Kota Tangerang Selatan,C,RS Privat,11.0,7,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3674003,RS Ibu dan Anak Permata Sarana Husada,Banten,Kota Tangerang Selatan,C,RS Privat,23.0,10,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3674015,RS Ibu dan Anak Vitalaya ,Banten,Kota Tangerang Selatan,C,RS Privat,17.0,6,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3603082,RS Ichsan Medical Center,Banten,Kota Tangerang Selatan,C,RS Privat,41.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3674016,RS Insan Permata,Banten,Kota Tangerang Selatan,C,RS Privat,35.0,12,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3674056,RS Islam Asshobirin,Banten,Kota Tangerang Selatan,C,RS Publik,33.0,10,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3674071,RS Khusus Jiwa Dharma Graha,Banten,Kota Tangerang Selatan,C,RS Publik,3.0,1,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3671201,RS Khusus THT-Bedah KL Proklamasi BSD,Banten,Kota Tangerang Selatan,C,RS Privat,12.0,3,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3674020,RS Mitra Keluarga Bintaro,Banten,Kota Tangerang Selatan,C,RS Privat,65.0,14,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3674004,RS Permata Pamulang,Banten,Kota Tangerang Selatan,C,RS Privat,65.0,13,0,Tidak tercatat,Tidak tercatat,2,1,50.0
3674018,RS Pondok Indah Bintaro Jaya,Banten,Kota Tangerang Selatan,C,RS Privat,137.0,14,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3674102,RS Premier Bintaro,Banten,Kota Tangerang Selatan,B,RS Privat,116.0,15,0,Tidak tercatat,Tidak tercatat,4,2,50.0
3671216,RS Rumah Indonesia Sehat,Banten,Kota Tangerang Selatan,C,RS Privat,39.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3674005,RS Sari Asih Ciputat,Banten,Kota Tangerang Selatan,C,RS Privat,71.0,14,0,Tidak tercatat,Tidak tercatat,3,1,33.33
3674006,RS Syarif Hidayatullah,Banten,Kota Tangerang Selatan,C,RS Publik,78.0,14,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3674168,RS Umum Daerah Kota Tangerang Selatan,Banten,Kota Tangerang Selatan,C,RS Publik,135.0,14,1,4.0,4.0,1,1,100.0
3674204,RS Umum Daerah Pondok Aren,Banten,Kota Tangerang Selatan,C,RS Publik,28.0,7,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3674022,RS Umum Daerah Serpong Utara,Banten,Kota Tangerang Selatan,C,RS Publik,60.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3674205,RS. Mitra Keluarga Pamulang,Banten,Kota Tangerang Selatan,C,RS Privat,12.0,3,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3602012,RS Kartini,Banten,Lebak,C,RS Privat,76.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3602022,RS Misi Lebak,Banten,Lebak,C,RS Publik,43.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3602011,RS Umum Daerah Dr. Adjidarmo,Banten,Lebak,B,RS Publik,105.0,14,1,2.0,2.0,2,1,50.0
3602045,RS Umum Daerah Malingping,Banten,Lebak,C,RS Publik,38.0,12,1,2.0,2.0,1,1,100.0
3601037,RS Alinda Husada,Banten,Pandeglang,D,RS Privat,6.0,3,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3601034,RS Ibu dan Anak Permata Ibunda,Banten,Pandeglang,C,RS Privat,15.0,7,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3601048,RS SHL,Banten,Pandeglang,D,RS Privat,Tidak tercatat,0,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3601036,RS Umum Aulia Pandeglang,Banten,Pandeglang,D,RS Publik,18.0,5,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3601010,RS Umum Daerah Berkah Pandeglang,Banten,Pandeglang,B,RS Publik,86.0,13,1,5.0,5.0,1,0,0.0
3604002,RS Hermina Ciruas,Banten,Serang,C,RS Privat,100.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3604047,RS Kurnia Serang,Banten,Serang,C,RS Privat,47.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3604052,RS Otika Medika,Banten,Serang,D,RS Privat,Tidak tercatat,0,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3604050,RS Permata Serdang,Banten,Serang,D,RS Privat,26.0,10,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3604054,RS Tonggak Husada,Banten,Serang,D,RS Privat,9.0,4,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3604013,RS Umum Daerah dr. Drajat Prawiranegara ,Banten,Serang,B,RS Publik,100.0,13,1,4.0,4.0,4,2,50.0
3603169,Metro Hospitals Cikupa,Banten,Tangerang,C,RS Privat,47.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3603181,RS Bethsaida,Banten,Tangerang,B,RS Privat,118.0,15,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3603180,RS Ciputra ,Banten,Tangerang,B,RS Privat,102.0,16,0,Tidak tercatat,Tidak tercatat,4,2,50.0
3603178,RS Ibu dan Anak Bunda Sejahtera,Banten,Tangerang,C,RS Privat,23.0,10,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3603173,RS Ibu dan Anak Harapan Mulia,Banten,Tangerang,C,RS Privat,Tidak tercatat,0,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3603190,RS Ibu dan Anak Ilanur,Banten,Tangerang,C,RS Privat,17.0,10,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3603104,RS Ibu dan Anak Selaras,Banten,Tangerang,C,RS Privat,19.0,9,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3603146,RS Ibu dan Anak Tiara,Banten,Tangerang,C,RS Privat,37.0,10,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3603195,RS Mentari,Banten,Tangerang,C,RS Privat,30.0,10,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3671179,RS Mitra Husada,Banten,Tangerang,C,RS Privat,35.0,10,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3603192,RS Mitra Keluarga Gading Serpong,Banten,Tangerang,C,RS Privat,69.0,14,0,Tidak tercatat,Tidak tercatat,2,1,50.0
3603177,RS Permata Hati,Banten,Tangerang,C,RS Privat,19.0,9,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3603023,RS Qadr,Banten,Tangerang,C,RS Publik,56.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3603047,RS Selaras,Banten,Tangerang,D,RS Privat,7.0,2,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3603193,RS Siloam Hospitals Kelapa Dua,Banten,Tangerang,C,RS Privat,62.0,12,0,Tidak tercatat,Tidak tercatat,2,0,0.0
3671054,RS Siloam Hospitals Lippo Village,Banten,Tangerang,B,RS Privat,659.0,14,0,Tidak tercatat,Tidak tercatat,6,3,50.0
3603172,RS St. Carolus Summarecon Serpong ,Banten,Tangerang,C,RS Privat,84.0,13,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3603168,RS Suci Paramita,Banten,Tangerang,D,RS Publik,17.0,9,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3603183,RS Umum BUN,Banten,Tangerang,C,RS Privat,39.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3603157,RS Umum Daerah Balaraja,Banten,Tangerang,B,RS Publik,106.0,14,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3603010,RS Umum Daerah Kabupaten Tangerang,Banten,Tangerang,B,RS Publik,165.0,16,1,13.0,8.0,5,4,80.0
3603191,RS Umum Daerah Pakuhaji,Banten,Tangerang,C,RS Publik,60.0,13,0,Tidak tercatat,Tidak tercatat,2,1,50.0
3603210,RS Umum Daerah Tigaraksa,Banten,Tangerang,C,RS Publik,Tidak tercatat,0,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3603185,RS Umum Hermina Bitung,Banten,Tangerang,C,RS Privat,71.0,9,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3603176,RS Umum Keluarga Kita,Banten,Tangerang,C,RS Privat,47.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3603175,RS Umum Murni Asih,Banten,Tangerang,C,RS Privat,21.0,11,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3603196,RS Umum Primaya Pasar Kemis,Banten,Tangerang,C,RS Privat,29.0,9,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3603189,RS UniMedika Sepatan,Banten,Tangerang,C,RS Privat,20.0,9,0,Tidak tercatat,Tidak tercatat,1,1,100.0
1701016,RS As-syifa,Bengkulu,Bengkulu Selatan,D,RS Privat,31.0,10,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
1701014,RS Umum Daerah Hasanuddin Damrah Manna,Bengkulu,Bengkulu Selatan,C,RS Publik,62.0,13,1,3.0,3.0,2,0,0.0
1709038,RS Umum Daerah Bengkulu Tengah,Bengkulu,Bengkulu Tengah,D,RS Publik,33.0,10,1,4.0,2.0,1,0,0.0
1703045,Charitas Hospital Arga Makmur,Bengkulu,Bengkulu Utara,D,RS Publik,12.0,5,0,Tidak tercatat,Tidak tercatat,1,0,0.0
1703027,RS Bergerak Enggano,Bengkulu,Bengkulu Utara,D,RS Publik,1.0,1,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
1703016,RS Umum Daerah Arga Makmur,Bengkulu,Bengkulu Utara,C,RS Publik,43.0,12,1,1.0,1.0,1,0,0.0
1703046,RS Umum Daerah Lagita,Bengkulu,Bengkulu Utara,D,RS Publik,24.0,9,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
1704028,RS Umum Daerah Kaur,Bengkulu,Kaur,C,RS Publik,48.0,10,1,2.0,2.0,1,0,0.0
1708010,RS Umum Daerah Kepahiang,Bengkulu,Kepahiang,C,RS Publik,45.0,12,1,7.0,3.0,1,0,0.0
1771051,RS Bhayangkara Jitra Kota Bengkulu,Bengkulu,Kota Bengkulu,C,RS Publik,69.0,11,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
1771009,RS Gading Medika,Bengkulu,Kota Bengkulu,C,RS Privat,55.0,11,0,Tidak tercatat,Tidak tercatat,1,0,0.0
1771073,RS Ibu dan Anak Tino Galo Kota Bengkulu,Bengkulu,Kota Bengkulu,C,RS Publik,15.0,6,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
1771025,RS Jiwa Soeprapto Provinsi Bengkulu,Bengkulu,Kota Bengkulu,B,RS Publik,43.0,7,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
1771036,RS Rafflesia Bengkulu,Bengkulu,Kota Bengkulu,C,RS Publik,33.0,11,0,Tidak tercatat,Tidak tercatat,1,0,0.0
1771062,RS Tiara Sella,Bengkulu,Kota Bengkulu,C,RS Privat,63.0,13,0,Tidak tercatat,Tidak tercatat,2,0,0.0
1771040,RS Tk. IV Bengkulu,Bengkulu,Kota Bengkulu,D,RS Publik,64.0,8,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
1771014,RS Umum Daerah Dr. M. Yunus Bengkulu,Bengkulu,Kota Bengkulu,B,RS Publik,136.0,14,1,12.0,12.0,6,3,50.0
1771002,RS Umum Daerah Harapan dan Doa,Bengkulu,Kota Bengkulu,C,RS Publik,77.0,11,1,2.0,2.0,1,0,0.0
1771007,RS Umum Ummi Bengkulu,Bengkulu,Kota Bengkulu,C,RS Privat,50.0,13,0,Tidak tercatat,Tidak tercatat,1,0,0.0
1707026,RS Umum Daerah Lebong,Bengkulu,Lebong,C,RS Publik,28.0,11,1,3.0,2.0,0,0,Tidak tercatat
1706020,RS Ibu dan Anak AL-Barra,Bengkulu,Muko Muko,C,RS Privat,11.0,5,0,Tidak tercatat,Tidak tercatat,2,0,0.0
1706019,RS Umum Daerah Mukomuko,Bengkulu,Muko Muko,C,RS Publik,59.0,12,1,3.0,3.0,1,0,0.0
1702035,RS An-Nissa,Bengkulu,Rejang Lebong,D,RS Privat,21.0,10,0,Tidak tercatat,Tidak tercatat,1,0,0.0
1702047,RS Assalam,Bengkulu,Rejang Lebong,D,RS Privat,Tidak tercatat,0,0,Tidak tercatat,Tidak tercatat,1,0,0.0
1702015,RS Umum Daerah Kabupaten Rejang Lebong,Bengkulu,Rejang Lebong,C,RS Publik,62.0,12,1,1.0,1.0,1,0,0.0
1705018,RS Umum Daerah Tais Kabupaten Seluma,Bengkulu,Seluma,C,RS Publik,49.0,11,1,3.0,2.0,1,0,0.0
3402081,RS Bedah Adelia,DI Yogyakarta,Bantul,C,RS Privat,8.0,5,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3402042,RS Ibu Anak Ummi Khasanah,DI Yogyakarta,Bantul,C,RS Publik,12.0,6,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3402076,RS Khusus Bedah Ring Road Selatan,DI Yogyakarta,Bantul,C,RS Privat,21.0,8,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3402080,RS Khusus Ibu dan Anak Kahyangan,DI Yogyakarta,Bantul,C,RS Privat,9.0,6,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3471121,RS Paru Respira,DI Yogyakarta,Bantul,C,RS Publik,40.0,10,0,Tidak tercatat,Tidak tercatat,2,1,50.0
3402086,RS Rajawali Citra ,DI Yogyakarta,Bantul,D,RS Publik,37.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3402016,RS Umum Daerah Panembahan Senopati,DI Yogyakarta,Bantul,B,RS Publik,109.0,13,1,9.0,7.0,6,2,33.33
3402097,RS Umum Daerah Saras Adyatma,DI Yogyakarta,Bantul,D,RS Publik,20.0,8,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3402077,RS Umum Griya Mahardika Yogyakarta,DI Yogyakarta,Bantul,D,RS Privat,23.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3402053,RS Umum Nur Hidayah,DI Yogyakarta,Bantul,D,RS Publik,32.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3402075,RS Umum Permata Husada,DI Yogyakarta,Bantul,D,RS Publik,22.0,9,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3402064,RS Umum Rachma Husada ,DI Yogyakarta,Bantul,C,RS Publik,29.0,11,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3402020,RS Umum Santa Elisabeth,DI Yogyakarta,Bantul,D,RS Publik,41.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3402084,RS Universitas Islam Indonesia,DI Yogyakarta,Bantul,C,RS Privat,57.0,12,0,Tidak tercatat,Tidak tercatat,2,1,50.0
3471074,RSPAU Dr.  Suhardi Harjolukito,DI Yogyakarta,Bantul,B,RS Publik,114.0,17,0,Tidak tercatat,Tidak tercatat,6,4,66.67
3402031,RSU PKU Muhammadiyah Bantul,DI Yogyakarta,Bantul,C,RS Publik,79.0,12,0,Tidak tercatat,Tidak tercatat,1,0,0.0
3403025,RS Bethesda Wonosari,DI Yogyakarta,Gunung Kidul,D,RS Publik,26.0,10,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3403026,RS Ibu dan anak Allaudya,DI Yogyakarta,Gunung Kidul,C,RS Privat,1.0,1,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3403038,RS Islam Gunungkidul,DI Yogyakarta,Gunung Kidul,D,RS Privat,3.0,2,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3403027,RS Umum Daerah Saptosari,DI Yogyakarta,Gunung Kidul,D,RS Publik,30.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3403010,RS Umum Daerah Wonosari,DI Yogyakarta,Gunung Kidul,C,RS Publik,57.0,12,1,2.0,2.0,1,1,100.0
3403021,RS Umum Nur Rohmah,DI Yogyakarta,Gunung Kidul,D,RS Publik,29.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3403024,RS Umum PKU Muhammadiyah Wonosari,DI Yogyakarta,Gunung Kidul,D,RS Publik,23.0,9,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3403023,RS Umum Panti Rahayu,DI Yogyakarta,Gunung Kidul,C,RS Privat,52.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3403022,RS Umum Pelita Husada ,DI Yogyakarta,Gunung Kidul,D,RS Privat,22.0,11,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3471096,RS  Mata Dr. Yap,DI Yogyakarta,Kota Yogyakarta,B,RS Publik,16.0,5,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3471381,RS AMC Muhammadiyah,DI Yogyakarta,Kota Yogyakarta,D,RS Privat,39.0,12,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3471336,RS Bethesda Lempuyangwangi,DI Yogyakarta,Kota Yogyakarta,D,RS Publik,47.0,12,0,Tidak tercatat,Tidak tercatat,1,0,0.0
3471063,RS Bethesda Yogyakarta,DI Yogyakarta,Kota Yogyakarta,B,RS Publik,103.0,21,0,Tidak tercatat,Tidak tercatat,7,3,42.86
3471374,RS Gigi dan Mulut Universitas Muhammadiyah Yogyakarta,DI Yogyakarta,Kota Yogyakarta,B,RS Privat,32.0,4,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3471373,RS Happy Land Medical Centre,DI Yogyakarta,Kota Yogyakarta,C,RS Privat,54.0,11,0,Tidak tercatat,Tidak tercatat,1,0,0.0
3471026,RS Islam Hidayatullah Yogyakarta,DI Yogyakarta,Kota Yogyakarta,D,RS Publik,29.0,9,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3471107,RS Khusus Ibu dan Anak  PKU Muhammadiyah Kotagede ,DI Yogyakarta,Kota Yogyakarta,C,RS Publik,29.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3471325,RS Khusus Ibu dan Anak Permata Bunda,DI Yogyakarta,Kota Yogyakarta,C,RS Publik,11.0,6,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3471379,RS Khusus Ibu dan Anak Rachmi,DI Yogyakarta,Kota Yogyakarta,C,RS Privat,22.0,6,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3471085,RS Khusus Jiwa Puri Nirmala,DI Yogyakarta,Kota Yogyakarta,C,RS Publik,4.0,1,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3471282,RS Ludira Husada Tama,DI Yogyakarta,Kota Yogyakarta,D,RS Publik,62.0,9,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3471041,RS PKU Muhammadiyah Yogyakarta,DI Yogyakarta,Kota Yogyakarta,B,RS Publik,88.0,12,0,Tidak tercatat,Tidak tercatat,2,2,100.0
3471377,RS Pratama Kota Yogyakarta,DI Yogyakarta,Kota Yogyakarta,D,RS Publik,43.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3471380,RS Siloam Yogyakarta,DI Yogyakarta,Kota Yogyakarta,C,RS Privat,58.0,14,0,Tidak tercatat,Tidak tercatat,4,1,25.0
3471030,RS Tk. III 04.06.03 Dr. Soetarto,DI Yogyakarta,Kota Yogyakarta,C,RS Publik,73.0,13,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3471234,RS Umum Daerah Kota Yogyakarta,DI Yogyakarta,Kota Yogyakarta,B,RS Publik,73.0,14,1,5.0,5.0,5,3,60.0
3471052,RS Umum Panti Rapih,DI Yogyakarta,Kota Yogyakarta,B,RS Publik,148.0,20,0,Tidak tercatat,Tidak tercatat,5,3,60.0
3401052,RS Umum Daerah Nyi Ageng Serang,DI Yogyakarta,Kulon Progo,C,RS Publik,53.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3401015,RS Umum Daerah Wates,DI Yogyakarta,Kulon Progo,B,RS Publik,61.0,12,1,3.0,3.0,2,2,100.0
3401048,RS Umum Kharisma Paramedika,DI Yogyakarta,Kulon Progo,D,RS Privat,19.0,8,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3401050,RS Umum PKU Muhammadiyah Nanggulan,DI Yogyakarta,Kulon Progo,D,RS Publik,19.0,10,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
